StudentID,Gender,Grade10AvgMarks,Grade11AvgMarks
S03532,Female,22.11,37.88
S03533,Female,45.57,14.35
S03534,Female,33.1,27.07
S03535,Female,71.26,98.45
S03536,Male,51.12,10.77
S03537,Male,16.04,40.65
S03538,Male,89.45,67.69
S03539,Female,29.29,9.46
S03540,Male,73.11,10.9
S03541,Female,77.99,14.33
S03542,Female,96.32,64.5
S03543,Male,49.85,90.93
S03544,Female,61.58,82.6
S03545,Male,33.49,98.31
S03546,Male,67.82,57.81
S03547,Male,46.34,96.15
S03548,Female,43.77,30.49
S03549,Male,85.55,42.15
S03550,Female,5.02,39.6
S03551,Male,88.2,4.74
S03552,Male,85.21,82.97
S03553,Male,50.64,2.47
S03554,Female,49.02,72.99
S03555,Female,36.18,40.71
S03556,Female,99.42,0.62
S03557,Male,11.12,28.99
S03558,Male,59.02,34.61
S03559,Female,68.17,96.47
S03560,Female,93.43,66.11
S03561,Female,78.02,54.36
S03562,Female,64.38,12.71
S03563,Female,11.68,39.11
S03564,Female,37.37,3.58
S03565,Male,13.88,76.17
S03566,Female,88.12,16.28
S03567,Male,74.96,59.44
S03568,Male,75.75,69.94
S03569,Female,65.23,36.65
S03570,Female,50.7,63.26
S03571,Male,15.0,76.42
S03572,Female,32.97,18.41
S03573,Female,13.69,60.09
S03574,Male,72.49,73.39
S03575,Male,16.02,35.7
S03576,Male,70.21,16.25
S03577,Female,69.23,28.61
S03578,Male,45.93,93.31
S03579,Female,13.52,35.74
S03580,Male,31.48,10.77
S03581,Male,32.01,8.27
S03582,Male,70.04,18.05
S03583,Female,11.37,12.75
S03584,Female,82.91,49.5
S03585,Male,76.1,34.76
S03586,Male,18.63,84.14
S03587,Male,71.92,88.11
S03588,Female,66.85,47.33
S03589,Male,74.81,88.85
S03590,Female,18.89,45.05
S03591,Male,15.76,64.2
S03592,Male,23.65,16.25
S03593,Male,36.59,5.26
S03594,Male,79.37,16.01
S03595,Male,73.79,25.18
S03596,Male,92.55,75.1
S03597,Female,5.86,17.35
S03598,Male,1.16,13.07
S03599,Female,69.91,92.76
S03600,Male,27.93,68.88
S03601,Male,33.41,47.33
S03602,Female,54.68,9.5
S03603,Male,10.24,85.18
S03604,Female,64.27,10.83
S03605,Female,32.51,61.1
S03606,Male,63.27,66.77
S03607,Female,83.4,40.01
S03608,Female,17.11,91.12
S03609,Male,93.09,5.07
S03610,Female,53.07,81.81
S03611,Male,92.29,55.38
S03612,Male,20.77,61.12
S03613,Male,60.46,98.68
S03614,Male,40.39,58.26
S03615,Female,77.42,79.7
S03616,Male,60.59,15.35
S03617,Male,49.45,80.93
S03618,Female,91.3,76.11
S03619,Male,37.71,96.81
S03620,Male,22.0,93.57
S03621,Female,60.81,21.4
S03622,Female,62.4,46.49
S03623,Female,43.91,91.15
S03624,Female,48.66,64.08
S03625,Female,95.96,46.37
S03626,Female,73.27,10.89
S03627,Female,11.06,35.18
S03628,Male,21.21,66.52
S03629,Female,97.56,77.69
S03630,Female,72.65,44.72
S03631,Female,91.5,5.58
S03632,Male,30.39,63.32
S03633,Male,74.19,92.16
S03634,Female,71.4,49.64
S03635,Female,29.47,92.84
S03636,Female,55.08,35.41
S03637,Male,62.74,88.64
S03638,Male,48.11,78.63
S03639,Female,82.72,96.17
S03640,Male,83.29,79.1
S03641,Female,85.06,32.15
S03642,Male,80.34,90.06
S03643,Male,48.81,66.97
S03644,Female,38.14,16.21
S03645,Female,83.14,4.6
S03646,Female,49.02,36.58
S03647,Female,24.64,78.69
S03648,Male,50.73,61.82
S03649,Male,14.18,52.71
S03650,Male,69.16,0.37
S03651,Female,33.59,43.55
S03652,Male,26.07,15.77
S03653,Female,95.65,45.46
S03654,Male,77.69,99.18
S03655,Female,78.71,87.95
S03656,Female,62.37,31.06
S03657,Male,83.92,59.35
S03658,Female,75.92,50.21
S03659,Female,59.88,13.0
S03660,Male,96.11,98.98
S03661,Female,19.16,42.52
S03662,Female,94.34,50.57
S03663,Female,40.14,64.76
S03664,Male,52.84,19.15
S03665,Male,12.27,22.22
S03666,Female,54.01,19.26
S03667,Male,61.12,38.45
S03668,Female,99.77,19.97
S03669,Female,97.52,92.64
S03670,Female,96.64,71.43
S03671,Female,34.84,89.78
S03672,Female,99.13,84.85
S03673,Male,45.55,70.32
S03674,Female,85.18,24.27
S03675,Male,21.63,61.53
S03676,Male,50.58,18.63
S03677,Female,96.6,13.25
S03678,Female,94.7,63.26
S03679,Male,68.37,62.46
S03680,Male,79.78,15.66
S03681,Male,17.64,35.24
S03682,Female,72.17,6.63
S03683,Male,61.81,71.57
S03684,Female,9.16,98.75
S03685,Female,11.32,73.99
S03686,Female,10.84,84.42
S03687,Male,72.44,47.63
S03688,Female,14.17,9.56
S03689,Female,46.77,72.66
S03690,Female,35.7,25.65
S03691,Female,55.05,38.83
S03692,Female,70.65,70.31
S03693,Male,68.47,90.48
S03694,Female,51.55,48.62
S03695,Female,46.43,96.16
S03696,Male,39.78,51.99
S03697,Female,86.19,12.25
S03698,Male,33.09,51.84
S03699,Female,25.94,86.06
S03700,Male,74.33,53.8
S03701,Male,35.98,74.78
S03702,Female,84.7,54.8
S03703,Female,32.79,54.61
S03704,Female,70.19,28.48
S03705,Male,4.51,20.13
S03706,Male,38.56,27.89
S03707,Male,34.32,44.08
S03708,Female,81.67,80.96
S03709,Male,96.71,82.9
S03710,Male,46.09,16.34
S03711,Female,82.48,55.29
S03712,Male,69.97,41.6
S03713,Male,96.74,57.09
S03714,Female,81.11,64.76
S03715,Male,7.75,27.96
S03716,Female,71.33,91.92
S03717,Female,53.55,93.54
S03718,Female,1.64,10.54
S03719,Female,25.13,70.3
S03720,Female,92.18,3.32
S03721,Male,92.61,4.66
S03722,Male,79.89,95.78
S03723,Female,98.18,69.49
S03724,Female,80.65,32.45
S03725,Male,1.02,66.99
S03726,Female,28.78,84.58
S03727,Female,3.06,87.09
S03728,Female,9.41,2.05
S03729,Male,21.88,81.82
S03730,Male,50.36,85.32
S03731,Female,84.75,59.56
S03732,Female,86.2,47.99
S03733,Male,61.62,11.1
S03734,Male,92.82,23.96
S03735,Female,50.01,49.05
S03736,Female,88.9,86.51
S03737,Male,45.41,80.31
S03738,Male,27.72,49.59
S03739,Male,91.64,78.56
S03740,Female,38.79,76.57
S03741,Male,50.34,57.9
S03742,Female,32.89,22.03
S03743,Male,66.28,34.8
S03744,Male,99.5,16.41
S03745,Male,2.55,0.72
S03746,Male,89.98,8.05
S03747,Female,0.39,75.96
S03748,Female,36.42,3.35
S03749,Male,16.86,39.99
S03750,Female,75.73,98.58
S03751,Male,5.06,79.52
S03752,Male,55.35,75.06
S03753,Male,29.49,27.47
S03754,Male,13.37,64.17
S03755,Female,77.18,49.87
S03756,Male,21.74,62.38
S03757,Male,22.37,43.58
S03758,Female,27.51,53.1
S03759,Male,58.68,98.84
S03760,Male,65.97,32.93
S03761,Male,1.76,21.65
S03762,Female,24.19,44.85
S03763,Male,43.1,52.43
S03764,Female,33.2,8.56
S03765,Male,88.42,80.6
S03766,Male,78.77,42.21
S03767,Female,62.59,41.32
S03768,Male,33.8,65.88
S03769,Male,70.07,77.32
S03770,Female,84.36,98.59
S03771,Female,59.48,17.35
S03772,Female,78.45,34.56
S03773,Female,74.91,16.83
S03774,Female,57.17,88.09
S03775,Male,31.22,54.85
S03776,Female,74.58,85.24
S03777,Male,20.68,98.52
S03778,Male,77.95,55.02
S03779,Male,80.45,11.82
S03780,Female,82.21,36.13
S03781,Female,47.29,3.62
S03782,Male,19.25,84.93
S03783,Female,9.97,1.79
S03784,Female,74.34,59.22
S03785,Female,88.63,10.61
S03786,Female,65.08,0.76
S03787,Male,14.42,25.62
S03788,Male,93.49,55.19
S03789,Female,98.91,7.51
S03790,Male,43.34,61.49
S03791,Female,59.48,67.2
S03792,Female,77.72,96.97
S03793,Male,73.64,89.95
S03794,Male,96.78,56.68
S03795,Male,11.49,79.34
S03796,Female,58.07,36.36
S03797,Male,69.19,58.57
S03798,Female,89.01,40.34
S03799,Male,87.41,33.7
S03800,Male,97.8,72.76
S03801,Female,51.21,29.67
S03802,Female,83.08,38.06
S03803,Female,42.73,36.72
S03804,Female,42.23,87.04
S03805,Female,25.33,17.04
S03806,Female,81.82,38.15
S03807,Female,98.58,88.79
S03808,Female,25.63,1.53
S03809,Male,5.61,94.79
S03810,Female,81.55,89.89
S03811,Female,62.02,41.78
S03812,Male,95.97,65.3
S03813,Female,25.22,99.11
S03814,Male,7.1,55.49
S03815,Male,49.24,9.69
S03816,Female,8.55,85.36
S03817,Male,26.18,13.42
S03818,Female,12.6,25.73
S03819,Male,22.41,87.35
S03820,Male,10.61,25.6
S03821,Male,95.39,74.51
S03822,Female,27.86,44.77
S03823,Female,44.39,75.97
S03824,Male,89.86,23.24
S03825,Male,67.73,41.96
S03826,Female,61.8,31.82
S03827,Female,70.56,24.9
S03828,Male,82.88,31.44
S03829,Male,87.77,32.3
S03830,Female,64.26,95.54
S03831,Female,89.0,53.32
S03832,Female,53.54,46.21
S03833,Female,27.73,50.33
S03834,Female,88.01,99.61
S03835,Male,54.15,65.36
S03836,Female,90.61,70.35
S03837,Male,4.02,31.36
S03838,Female,39.75,47.15
S03839,Male,94.78,18.41
S03840,Female,24.97,68.52
S03841,Female,94.15,34.45
S03842,Male,95.39,74.83
S03843,Male,88.21,21.32
S03844,Female,56.37,40.35
S03845,Female,64.69,47.12
S03846,Female,86.96,16.65
S03847,Female,77.59,6.96
S03848,Female,63.01,31.71
S03849,Male,98.23,54.49
S03850,Male,68.57,65.27
S03851,Female,97.55,42.53
S03852,Male,5.74,50.03
S03853,Male,13.9,54.32
S03854,Male,45.15,51.19
S03855,Female,38.49,9.03
S03856,Male,78.27,40.5
S03857,Female,16.06,20.43
S03858,Male,97.61,53.37
S03859,Female,31.51,75.81
S03860,Male,42.89,57.95
S03861,Female,27.47,22.18
S03862,Female,57.94,20.78
S03863,Male,5.86,3.7
S03864,Female,14.97,42.64
S03865,Female,74.58,43.29
S03866,Female,18.65,23.64
S03867,Female,23.55,76.43
S03868,Female,79.3,38.65
S03869,Female,9.33,66.94
S03870,Female,43.75,64.01
S03871,Female,2.31,60.47
S03872,Male,34.68,90.81
S03873,Male,69.9,1.59
S03874,Female,9.01,6.8
S03875,Female,88.83,72.21
S03876,Male,90.95,35.35
S03877,Male,10.5,98.65
S03878,Male,99.07,21.64
S03879,Female,29.75,18.34
S03880,Male,8.41,58.82
S03881,Female,0.51,27.94
S03882,Female,40.85,34.05
S03883,Male,62.98,92.1
S03884,Female,33.22,2.62
S03885,Female,83.67,53.13
S03886,Female,71.66,33.49
S03887,Female,35.02,34.6
S03888,Male,73.43,24.78
S03889,Male,94.05,13.49
S03890,Female,9.31,3.45
S03891,Female,30.61,98.77
S03892,Male,46.33,66.04
S03893,Female,49.8,77.72
S03894,Male,54.22,6.5
S03895,Female,30.06,1.48
S03896,Female,66.73,60.03
S03897,Male,64.51,72.38
S03898,Male,57.78,39.49
S03899,Male,11.38,38.78
S03900,Male,47.7,38.45
S03901,Female,35.62,15.28
S03902,Male,49.1,75.39
S03903,Female,92.19,21.52
S03904,Male,48.05,32.44
S03905,Male,1.4,67.13
S03906,Female,43.88,0.01
S03907,Male,82.06,76.63
S03908,Male,78.01,89.91
S03909,Male,51.34,5.16
S03910,Male,24.98,59.16
S03911,Female,46.51,40.85
S03912,Female,56.37,7.85
S03913,Male,99.99,68.22
S03914,Male,64.42,61.23
S03915,Male,69.43,64.27
S03916,Female,49.15,81.35
S03917,Female,35.45,28.69
S03918,Female,81.3,67.71
S03919,Female,49.49,74.33
S03920,Male,99.47,16.88
S03921,Male,45.71,95.71
S03922,Male,6.8,34.0
S03923,Female,68.26,71.37
S03924,Male,4.66,75.4
S03925,Female,25.05,50.4
S03926,Female,35.37,12.87
S03927,Male,73.95,27.57
S03928,Male,49.42,23.42
S03929,Male,2.86,51.86
S03930,Female,61.68,26.13
S03931,Female,41.14,54.68
S03932,Male,92.18,28.82
S03933,Male,49.96,0.1
S03934,Female,70.9,36.33
S03935,Male,21.89,60.69
S03936,Female,76.1,77.37
S03937,Female,72.1,2.84
S03938,Male,90.41,25.83
S03939,Male,3.38,98.55
S03940,Male,44.75,26.18
S03941,Male,67.92,77.72
S03942,Female,9.52,50.94
S03943,Female,41.06,12.22
S03944,Female,94.21,64.34
S03945,Male,43.59,96.63
S03946,Female,98.54,88.68
S03947,Male,5.68,69.03
S03948,Male,71.78,51.21
S03949,Male,58.1,31.93
S03950,Male,50.05,35.7
S03951,Male,97.08,34.62
S03952,Male,12.97,92.21
S03953,Female,89.6,21.13
S03954,Male,69.12,37.8
S03955,Female,25.9,43.2
S03956,Female,90.17,40.89
S03957,Male,42.93,0.42
S03958,Male,81.42,27.1
S03959,Male,38.88,49.86
S03960,Female,85.09,76.05
S03961,Male,63.66,56.95
S03962,Female,14.1,38.49
S03963,Male,64.97,66.51
S03964,Male,19.13,66.59
S03965,Female,41.19,24.79
S03966,Female,17.03,10.38
S03967,Male,2.2,80.32
S03968,Female,21.19,52.98
S03969,Female,53.64,17.65
S03970,Female,48.16,26.21
S03971,Female,50.15,76.64
S03972,Female,24.77,65.33
S03973,Male,68.52,94.52
S03974,Male,70.43,46.49
S03975,Female,35.8,5.22
S03976,Male,88.12,70.04
S03977,Male,64.4,25.49
S03978,Female,71.3,32.39
S03979,Male,27.73,19.66
S03980,Female,0.06,30.89
S03981,Female,86.54,82.95
S03982,Male,82.24,57.67
S03983,Female,12.32,10.92
S03984,Female,37.41,58.66
S03985,Female,66.13,63.36
S03986,Female,65.21,88.48
S03987,Female,86.04,85.96
S03988,Male,14.03,6.29
S03989,Male,42.99,86.67
S03990,Female,9.72,5.09
S03991,Female,38.96,15.41
S03992,Male,1.51,11.16
S03993,Female,89.83,18.17
S03994,Male,52.7,80.33
S03995,Female,84.98,68.61
S03996,Female,5.99,68.7
S03997,Female,22.75,92.21
S03998,Female,25.94,39.19
S03999,Female,38.67,0.33
S04000,Female,80.29,63.98
S04001,Female,38.66,86.81
S04002,Male,20.47,97.63
S04003,Male,6.5,36.39
S04004,Male,7.95,82.22
S04005,Female,76.0,84.92
S04006,Female,44.48,14.44
S04007,Female,72.62,63.15
S04008,Female,68.23,17.31
S04009,Female,13.54,44.66
S04010,Female,14.29,87.93
S04011,Female,75.53,78.95
S04012,Male,72.13,57.03
S04013,Female,37.8,80.87
S04014,Male,7.74,15.28
S04015,Male,1.21,19.49
S04016,Female,28.82,20.89
S04017,Female,0.92,77.6
S04018,Male,23.01,89.1
S04019,Male,41.95,56.28
S04020,Female,12.14,95.8
S04021,Female,10.43,72.8
S04022,Male,89.64,56.37
S04023,Female,58.55,61.16
S04024,Female,93.45,84.95
S04025,Female,34.58,9.02
S04026,Male,67.71,16.8
S04027,Male,20.47,26.63
S04028,Male,61.83,89.48
S04029,Female,12.96,94.49
S04030,Female,0.21,35.62
S04031,Male,93.15,92.39
S04032,Male,55.49,54.68
S04033,Male,92.69,47.33
S04034,Female,33.38,83.28
S04035,Male,32.78,54.61
S04036,Male,40.07,45.45
S04037,Female,70.6,1.6
S04038,Female,56.58,1.29
S04039,Female,92.54,62.76
S04040,Male,2.54,7.34
S04041,Female,70.82,73.69
S04042,Female,33.03,62.23
S04043,Male,18.02,45.77
S04044,Female,51.04,70.98
S04045,Male,50.51,99.31
S04046,Male,13.7,24.64
S04047,Female,20.19,55.71
S04048,Female,40.82,84.29
S04049,Female,40.88,1.69
S04050,Female,31.76,20.35
S04051,Female,14.85,52.1
S04052,Female,0.44,55.22
S04053,Male,97.02,8.63
S04054,Male,94.35,40.74
S04055,Female,48.37,51.98
S04056,Male,99.51,42.3
S04057,Female,67.37,70.06
S04058,Male,6.89,77.14
S04059,Male,11.77,46.03
S04060,Male,91.61,42.57
S04061,Female,63.01,70.54
S04062,Male,84.32,55.53
S04063,Female,89.83,87.04
S04064,Male,44.79,48.11
S04065,Male,4.85,57.43
S04066,Male,18.83,12.88
S04067,Male,6.66,83.6
S04068,Male,18.87,42.23
S04069,Female,41.05,71.91
S04070,Female,11.82,42.95
S04071,Male,16.67,0.1
S04072,Male,44.58,40.04
S04073,Male,34.02,14.75
S04074,Male,46.77,39.86
S04075,Female,42.92,32.13
S04076,Male,64.45,20.25
S04077,Female,93.72,12.38
S04078,Male,10.79,72.86
S04079,Female,9.93,75.49
S04080,Male,85.28,26.5
S04081,Male,50.64,49.52
S04082,Female,76.64,46.41
S04083,Male,21.54,35.52
S04084,Male,82.89,27.76
S04085,Male,92.38,18.6
S04086,Female,63.55,87.29
S04087,Male,10.59,83.33
S04088,Male,89.53,41.72
S04089,Female,79.25,72.12
S04090,Female,75.09,49.83
S04091,Female,3.67,8.54
S04092,Male,79.9,82.24
S04093,Male,13.8,21.93
S04094,Male,22.24,70.68
S04095,Female,57.71,52.74
S04096,Male,26.5,69.05
S04097,Male,66.13,47.12
S04098,Female,60.81,70.26
S04099,Female,10.81,3.28
S04100,Female,65.6,4.09
S04101,Female,92.4,89.63
S04102,Female,16.11,74.97
S04103,Male,59.71,82.85
S04104,Female,34.19,45.66
S04105,Male,45.96,45.96
S04106,Male,28.7,53.4
S04107,Female,35.41,24.37
S04108,Female,2.89,73.35
S04109,Female,98.16,82.95
S04110,Male,62.48,90.72
S04111,Female,50.07,51.7
S04112,Female,38.37,41.46
S04113,Female,53.94,83.09
S04114,Female,38.01,75.27
S04115,Female,35.99,86.73
S04116,Male,46.39,65.57
S04117,Male,27.6,88.33
S04118,Male,18.0,8.9
S04119,Female,55.66,67.96
S04120,Female,84.28,8.88
S04121,Female,15.28,74.89
S04122,Male,3.27,62.84
S04123,Female,24.68,1.6
S04124,Female,97.97,59.93
S04125,Female,82.88,14.63
S04126,Male,59.59,14.24
S04127,Female,92.92,15.05
S04128,Male,44.53,48.38
S04129,Female,98.33,11.55
S04130,Male,29.63,12.57
S04131,Male,24.03,25.62
S04132,Male,63.8,0.09
S04133,Female,37.82,27.58
S04134,Female,62.64,61.84
S04135,Male,30.5,60.16
S04136,Male,61.79,96.95
S04137,Female,27.57,11.96
S04138,Female,5.1,86.56
S04139,Male,91.21,39.12
S04140,Female,88.32,38.7
S04141,Female,97.08,34.88
S04142,Female,71.65,12.47
S04143,Female,68.27,47.85
S04144,Male,55.9,78.74
S04145,Female,12.59,87.54
S04146,Female,18.92,96.29
S04147,Male,28.95,78.53
S04148,Male,89.02,62.31
S04149,Female,17.3,49.75
S04150,Female,92.29,87.49
S04151,Female,52.28,73.95
S04152,Female,71.56,16.13
S04153,Male,11.02,68.26
S04154,Male,26.9,43.1
S04155,Male,95.85,59.58
S04156,Female,26.61,89.84
S04157,Female,29.65,65.26
S04158,Female,19.76,93.87
S04159,Female,12.91,86.64
S04160,Male,23.33,12.89
S04161,Male,64.23,1.17
S04162,Female,45.54,38.44
S04163,Male,55.38,86.53
S04164,Female,12.24,23.01
S04165,Female,80.21,69.14
S04166,Male,78.41,47.6
S04167,Female,2.16,74.61
S04168,Female,38.35,16.5
S04169,Male,6.88,23.91
S04170,Female,79.21,24.25
S04171,Female,73.73,54.85
S04172,Male,90.2,28.96
S04173,Female,23.64,81.17
S04174,Male,45.63,34.68
S04175,Female,18.45,66.09
S04176,Male,37.12,94.85
S04177,Male,52.22,60.69
S04178,Male,5.33,24.22
S04179,Female,71.49,83.05
S04180,Male,54.33,1.25
S04181,Male,82.9,25.65
S04182,Male,27.18,38.75
S04183,Male,90.33,19.6
S04184,Male,99.87,60.4
S04185,Female,91.93,55.8
S04186,Female,77.79,40.65
S04187,Female,81.24,29.44
S04188,Female,57.37,43.39
S04189,Female,19.02,29.12
S04190,Female,67.7,22.13
S04191,Female,71.28,35.13
S04192,Male,98.54,60.23
S04193,Female,54.13,64.84
S04194,Male,27.14,29.73
S04195,Male,68.37,94.74
S04196,Female,97.94,26.2
S04197,Male,17.72,71.21
S04198,Male,32.6,8.15
S04199,Male,54.19,66.48
S04200,Male,17.02,45.99
S04201,Female,2.22,56.91
S04202,Female,33.7,18.41
S04203,Female,86.54,43.36
S04204,Female,4.35,76.63
S04205,Female,42.89,76.71
S04206,Female,76.22,23.76
S04207,Female,95.32,35.26
S04208,Female,98.55,0.38
S04209,Female,42.2,9.0
S04210,Female,95.04,12.67
S04211,Male,3.54,29.37
S04212,Female,74.59,75.9
S04213,Male,64.27,51.03
S04214,Male,24.95,79.26
S04215,Male,50.73,75.49
S04216,Male,12.96,58.71
S04217,Female,87.16,49.99
S04218,Male,35.79,93.13
S04219,Female,62.6,56.93
S04220,Female,15.88,48.28
S04221,Male,20.62,86.91
S04222,Female,99.2,7.14
S04223,Male,75.31,65.6
S04224,Male,96.2,11.3
S04225,Female,29.59,81.98
S04226,Female,16.46,79.27
S04227,Male,50.31,50.36
S04228,Female,49.47,66.1
S04229,Female,17.49,77.26
S04230,Female,73.32,48.33
S04231,Male,36.18,90.6
S04232,Male,18.64,43.7
S04233,Female,33.2,89.2
S04234,Female,56.37,58.27
S04235,Female,72.65,42.62
S04236,Female,48.19,0.41
S04237,Female,52.56,29.56
S04238,Male,13.89,86.79
S04239,Female,91.47,42.87
S04240,Male,92.87,42.15
S04241,Female,68.34,48.94
S04242,Male,1.76,28.63
S04243,Female,53.71,49.16
S04244,Male,62.92,37.58
S04245,Female,99.47,90.94
S04246,Male,99.61,56.4
S04247,Male,85.76,83.42
S04248,Male,6.38,68.69
S04249,Male,95.33,21.26
S04250,Male,61.27,86.77
S04251,Male,80.09,8.73
S04252,Female,40.72,44.86
S04253,Male,31.97,23.92
S04254,Female,46.32,53.76
S04255,Female,14.69,30.0
S04256,Female,35.71,72.28
S04257,Female,85.76,93.69
S04258,Female,3.8,70.91
S04259,Male,15.09,35.53
S04260,Male,12.51,60.01
S04261,Male,40.31,88.85
S04262,Female,99.7,27.0
S04263,Male,17.34,11.82
S04264,Male,14.55,13.08
S04265,Male,91.51,49.49
S04266,Male,88.21,73.21
S04267,Male,3.22,65.73
S04268,Female,75.17,45.39
S04269,Male,65.55,72.93
S04270,Female,76.77,63.4
S04271,Female,49.45,62.82
S04272,Female,99.14,20.24
S04273,Female,4.38,31.26
S04274,Female,23.44,34.44
S04275,Male,39.65,80.82
S04276,Male,44.98,77.51
S04277,Male,92.14,25.27
S04278,Female,56.0,5.52
S04279,Male,4.51,76.78
S04280,Male,40.79,40.99
S04281,Female,41.65,21.98
S04282,Female,96.55,11.7
S04283,Female,59.92,1.28
S04284,Female,63.57,42.77
S04285,Male,71.33,33.98
S04286,Female,77.0,69.65
S04287,Female,63.51,97.67
S04288,Male,23.72,20.68
S04289,Male,87.4,24.3
S04290,Female,73.21,33.73
S04291,Male,74.19,46.59
S04292,Female,99.66,69.77
S04293,Female,80.25,35.2
S04294,Male,82.92,10.42
S04295,Male,95.14,73.03
S04296,Female,15.11,79.46
S04297,Female,49.77,24.76
S04298,Female,58.06,13.68
S04299,Male,32.93,52.78
S04300,Female,83.94,20.83
S04301,Female,76.24,37.42
S04302,Female,72.09,77.74
S04303,Female,99.71,21.96
S04304,Female,25.94,80.63
S04305,Male,73.55,67.4
S04306,Female,55.14,21.97
S04307,Female,31.3,52.64
S04308,Female,16.06,61.41
S04309,Female,89.59,20.03
S04310,Male,59.55,14.49
S04311,Male,82.49,53.12
S04312,Male,54.53,69.38
S04313,Female,22.0,46.51
S04314,Female,33.75,7.0
S04315,Male,38.15,92.52
S04316,Male,97.29,69.5
S04317,Male,0.56,62.12
S04318,Female,98.57,64.36
S04319,Female,98.05,39.86
S04320,Male,99.62,98.44
S04321,Male,47.66,13.27
S04322,Male,96.38,73.91
S04323,Female,39.56,42.09
S04324,Female,2.63,88.11
S04325,Female,22.43,71.73
S04326,Male,94.53,56.23
S04327,Male,1.38,93.77
S04328,Female,54.6,91.24
S04329,Male,7.56,5.23
S04330,Female,28.64,19.26
S04331,Male,8.81,67.6
S04332,Male,85.95,92.18
S04333,Male,59.11,43.03
S04334,Male,90.21,3.83
S04335,Female,68.84,64.33
S04336,Male,97.1,19.47
S04337,Female,50.99,55.23
S04338,Female,63.87,38.47
S04339,Female,57.63,55.8
S04340,Male,48.43,93.24
S04341,Female,84.6,48.58
S04342,Female,64.45,3.45
S04343,Female,80.13,58.09
S04344,Male,78.64,32.57
S04345,Male,19.1,77.81
S04346,Female,65.02,46.99
S04347,Male,19.96,74.14
S04348,Female,58.33,90.88
S04349,Female,67.74,36.23
S04350,Male,99.72,98.94
S04351,Female,3.05,14.98
S04352,Male,9.12,64.39
S04353,Male,7.7,3.48
S04354,Female,39.84,21.31
S04355,Male,82.16,63.38
S04356,Male,84.41,4.62
S04357,Female,73.7,10.18
S04358,Female,89.69,29.1
S04359,Male,32.29,57.56
S04360,Male,8.82,1.6
S04361,Female,5.82,48.24
S04362,Male,85.21,62.57
S04363,Male,73.04,40.25
S04364,Male,69.86,6.76
S04365,Male,33.97,61.09
S04366,Male,37.99,60.58
S04367,Male,95.81,50.6
S04368,Male,6.38,69.31
S04369,Female,77.37,20.78
S04370,Female,30.96,67.85
S04371,Female,3.91,16.15
S04372,Female,74.26,39.27
S04373,Female,33.09,6.76
S04374,Male,72.21,81.91
S04375,Male,70.77,53.82
S04376,Male,53.48,97.1
S04377,Male,77.74,94.23
S04378,Female,58.1,99.86
S04379,Male,28.66,10.13
S04380,Male,73.41,60.66
S04381,Female,58.91,40.76
S04382,Male,1.27,53.27
S04383,Male,90.16,30.88
S04384,Female,54.56,4.81
S04385,Male,86.86,70.78
S04386,Male,88.27,96.58
S04387,Male,44.5,53.24
S04388,Male,50.77,32.96
S04389,Male,41.58,93.83
S04390,Female,44.94,36.47
S04391,Female,89.51,91.45
S04392,Female,78.81,85.57
S04393,Female,12.65,52.87
S04394,Female,61.03,67.69
S04395,Female,99.59,70.03
S04396,Male,59.56,64.11
S04397,Female,78.59,16.07
S04398,Female,76.91,69.28
S04399,Male,35.03,0.32
S04400,Male,37.18,71.0
S04401,Female,72.41,55.48
S04402,Male,50.0,25.98
S04403,Female,57.06,80.38
S04404,Male,71.29,40.53
S04405,Female,77.76,48.58
S04406,Male,27.15,2.77
S04407,Male,14.68,40.13
S04408,Female,29.18,16.74
S04409,Female,50.75,27.61
S04410,Female,34.21,25.21
S04411,Female,56.84,4.6
S04412,Female,5.35,46.05
S04413,Male,50.98,52.26
S04414,Female,36.8,57.11
S04415,Female,53.47,46.22
S04416,Male,42.25,86.95
S04417,Male,28.42,3.77
S04418,Female,90.41,61.38
S04419,Male,18.48,86.61
S04420,Male,68.14,4.1
S04421,Female,92.46,49.63
S04422,Male,53.87,58.9
S04423,Male,87.64,19.09
S04424,Female,12.49,25.25
S04425,Female,49.38,78.56
S04426,Male,45.7,56.74
S04427,Male,0.81,31.58
S04428,Female,44.33,76.48
S04429,Male,36.9,74.67
S04430,Male,66.98,34.54
S04431,Male,93.83,48.86
S04432,Female,8.58,66.45
S04433,Male,32.75,34.32
S04434,Male,44.41,62.9
S04435,Female,45.52,25.11
S04436,Male,77.48,29.2
S04437,Male,44.34,31.07
S04438,Female,2.72,93.61
S04439,Female,71.01,83.37
S04440,Female,88.48,56.52
S04441,Female,51.39,56.39
S04442,Male,58.11,5.61
S04443,Male,16.29,64.95
S04444,Female,22.06,32.81
S04445,Female,23.52,61.23
S04446,Male,43.07,84.02
S04447,Female,92.81,4.55
S04448,Male,52.18,60.71
S04449,Female,19.21,56.42
S04450,Male,26.61,20.68
S04451,Female,38.4,64.64
S04452,Female,62.33,55.48
S04453,Male,44.0,76.73
S04454,Female,39.24,11.06
S04455,Male,56.47,44.36
S04456,Male,24.18,99.79
S04457,Male,7.89,68.93
S04458,Male,2.44,68.43
S04459,Male,25.13,31.79
S04460,Female,9.16,9.39
S04461,Female,33.63,94.95
S04462,Male,77.29,10.55
